Index	HGNC	Symbol	UniProt	Chromosome
13775	HGNC:24250	NMD3	Q96D46 NMD3 ribosome export adaptor	3q26.1
13776	HGNC:24251	TMED5	Q9Y3A6 transmembrane emp24 protein transport domain containing 5	1p22.1
13777	HGNC:24252	FAHD2A	Q96GK7 fumarylacetoacetate hydrolase domain containing 2A	2q11.2
13778	HGNC:24253	TMED7	Q9Y3B3 transmembrane emp24 protein transport domain containing 7	5q22.3
13779	HGNC:24254	ISOC1	Q96CN7 isochorismatase domain containing 1	5q22.1-q33.3
13780	HGNC:24255	RRP15	Q9Y3B9 ribosomal RNA processing 15 homolog (S. cerevisiae)	1q41
13781	HGNC:24256	CCDC53	Q9Y3C0 coiled-coil domain containing 53	12q23.3
13782	HGNC:24257	TMBIM4	Q9HC24 transmembrane BAX inhibitor motif containing 4	12q14.3
13783	HGNC:24258	MTERFD1	Q96E29 MTERF domain containing 1	8q22.1
13784	HGNC:24259	TPRKB	Q9Y3C4 TP53RK binding protein	2p24.3-p24.1
13785	HGNC:24260	MED31	Q9Y3C7 mediator complex subunit 31	17p13.1
13786	HGNC:24261	FAM96B	Q9Y3D0 family with sequence similarity 96, member B	16q22.1
13787	HGNC:24262	AMDHD2	Q9Y303 amidohydrolase domain containing 2	16p13.3
13788	HGNC:24263	BOLA1	Q9Y3E2 bolA family member 1	1q21
13789	HGNC:24264	DESI2	Q9BSY9 desumoylating isopeptidase 2	1q44
13790	HGNC:24265	PTRH2	Q9Y3E5 peptidyl-tRNA hydrolase 2	17q23.2
13791	HGNC:24268	ASCC1	Q8N9N2 activating signal cointegrator 1 complex subunit 1	10q22.1
13792	HGNC:24269	DERA	Q9Y315 deoxyribose-phosphate aldolase (putative)	12p12.3
13793	HGNC:24270	DPH5	Q9H2P9 diphthamide biosynthesis 5	1p21.2
13794	HGNC:24271	CUTC	Q9NTM9 cutC copper transporter	10q24.31
13795	HGNC:24272	SIDT2	Q8NBJ9 SID1 transmembrane family, member 2	11q23.3
13796	HGNC:24273	RRNAD1	Q96FB5 ribosomal RNA adenine dimethylase domain containing 1	1q23.1
13797	HGNC:24274	UTP18	Q9Y5J1 UTP18 small subunit (SSU) processome component homolog (yeast)	17q21.33
13798	HGNC:24275	SCCPDH	Q8NBX0 saccharopine dehydrogenase (putative)	1q44
13799	HGNC:24276	SAMM50	Q9Y512 SAMM50 sorting and assembly machinery component	22q13.31
13800	HGNC:24277	ZC2HC1A	Q96GY0 zinc finger, C2HC-type containing 1A	8q21.11
13801	HGNC:24278	ABHD17B	Q5VST6 abhydrolase domain containing 17B	9q21.2
13802	HGNC:24279	SLC25A39	Q9BZJ4 solute carrier family 25, member 39	17q12
13803	HGNC:24280	PHF20L1	A8MW92 PHD finger protein 20-like 1	8q24.22
13804	HGNC:24281	OTUD6B	Q8N6M0 OTU domain containing 6B	8q21.3
13805	HGNC:24282	RBMX2	Q9Y388 RNA binding motif protein, X-linked 2	Xq26.1
13806	HGNC:24283	SUV420H1	Q4FZB7 suppressor of variegation 4-20 homolog 1 (Drosophila)	11q13.2
13807	HGNC:24284	TRAPPC12	Q8WVT3 trafficking protein particle complex 12	2p25.3
13808	HGNC:24285	RMDN1	Q96DB5 regulator of microtubule dynamics 1	8q21.3
13809	HGNC:24286	RRP7A	Q9Y3A4 ribosomal RNA processing 7 homolog A (S. cerevisiae)	22q13.2
13810	HGNC:24287	CHMP1B	Q7LBR1 charged multivesicular body protein 1B	18p11.21
13811	HGNC:24288	CHDH	Q8NE62 choline dehydrogenase	3p21
13812	HGNC:24289	CEPT1	Q9Y6K0 choline/ethanolamine phosphotransferase 1	1p13
13813	HGNC:24290	CSGALNACT1	Q8TDX6 chondroitin sulfate N-acetylgalactosaminyltransferase 1	8p21.3
13814	HGNC:24291	CHPF	Q8IZ52 chondroitin polymerizing factor	2q35
13815	HGNC:24292	CSGALNACT2	Q8N6G5 chondroitin sulfate N-acetylgalactosaminyltransferase 2	10q11.21
13816	HGNC:24293	CHSY3	Q70JA7 chondroitin sulfate synthase 3	5q13
13817	HGNC:24294	CSAG1	Q6PB30 chondrosarcoma associated gene 1	Xq28
13818	HGNC:24295	ESYT3	A0FGR9 extended synaptotagmin-like protein 3	3q22.3
13819	HGNC:24297	NBPF12	Q5TAG4 neuroblastoma breakpoint family, member 12	1q21.1
13820	HGNC:24299	C1orf27	Q5SWX8 chromosome 1 open reading frame 27	1q25
13821	HGNC:24300	GPR137	Q96N19 G protein-coupled receptor 137	11q13.1
13822	HGNC:24301	EMC7	Q9NPA0 ER membrane protein complex subunit 7	15q14
13823	HGNC:24303	RBM15B	Q8NDT2 RNA binding motif protein 15B	3p21.1
13824	HGNC:24304	NCAPG	Q9BPX3 non-SMC condensin I complex, subunit G	4p15.32
13825	HGNC:24305	NCAPD2	Q15021 non-SMC condensin I complex, subunit D2	12p13.31
13826	HGNC:24306	NUDCD1	Q96RS6 NudC domain containing 1	8q23
13827	HGNC:24307	MTMR11	A4FU01 myotubularin related protein 11	1q12-q21
13828	HGNC:24308	CLPTM1L	Q96KA5 CLPTM1-like	5p15.33
13829	HGNC:24309	LUC7L3	O95232 LUC7-like 3 (S. cerevisiae)	17q21.33
13830	HGNC:24310	PLEKHO1	Q53GL0 pleckstrin homology domain containing, family O member 1	1q21.2
13831	HGNC:24311	ASCL4	Q6XD76 achaete-scute family bHLH transcription factor 4	12q24.11
13832	HGNC:24312	SCXA	Q7RTU7 scleraxis homolog A (mouse)	8q24.3
13833	HGNC:24313	CRTAM	O95727 cytotoxic and regulatory T cell molecule	11q24.1
13834	HGNC:24314	CLIP3	Q96DZ5 CAP-GLY domain containing linker protein 3	19q13
13835	HGNC:24316	TACO1	Q9BSH4 translational activator of mitochondrially encoded cytochrome c oxidase I	17q23.3
13836	HGNC:24318	HIGD1B	Q9P298 HIG1 hypoxia inducible domain family, member 1B	17q21.31
13837	HGNC:24319	CMIP	Q8IY22 c-Maf inducing protein	16q23
13838	HGNC:24320	LARP4	Q71RC2 La ribonucleoprotein domain family, member 4	12q13.12
13839	HGNC:24321	DENND4A	Q7Z401 DENN/MADD domain containing 4A	15q22.31
13840	HGNC:24323	CARTPT	Q16568 CART prepropeptide	5q13.2
13841	HGNC:24324	NELFB	Q8WX92 negative elongation factor complex member B	9q34
13842	HGNC:24325	CDKN2AIP	Q9NXV6 CDKN2A interacting protein	4q35.1
13843	HGNC:24326	C18orf8	Q96DM3 chromosome 18 open reading frame 8	18q11.2
13844	HGNC:24327	VGLL3	A8MV65 vestigial like 3 (Drosophila)	3p12.1
13845	HGNC:24328	NIP7	Q9Y221 NIP7, nucleolar pre-rRNA processing protein	16q22.1
13846	HGNC:24329	UTP11L	Q9Y3A2 UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)	1p34.3
13847	HGNC:24330	CPLX4	Q7Z7G2 complexin 4	18q21.32
13848	HGNC:24331	MALRD1	Q5VYJ5 MAM and LDL receptor class A domain containing 1	10p12.31
13849	HGNC:24335	COPS8	Q99627 COP9 signalosome subunit 8	2q37.3
13850	HGNC:24336	CPNE9	Q8IYJ1 copine family member IX	3p25.3
13851	HGNC:24337	C1GALT1	Q9NS00 core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	7p21.3
13852	HGNC:24338	C1GALT1C1	Q96EU7 C1GALT1-specific chaperone 1	Xq24
13853	HGNC:24339	TRIM61	Q5EBN2 tripartite motif containing 61	4q32.3
13854	HGNC:24340	NAA35	Q5VZE5 N(alpha)-acetyltransferase 35, NatC auxiliary subunit	9q22.1
13855	HGNC:24342	CCP110	O43303 centriolar coiled coil protein 110kDa	16p12.3
13856	HGNC:24343	CXXC1	Q9P0U4 CXXC finger protein 1	18q12
13857	HGNC:24346	CTAGE1	Q96RT6 cutaneous T-cell lymphoma-associated antigen 1	18q11.2
13858	HGNC:24349	C10orf118	Q7Z3E2 chromosome 10 open reading frame 118	10q26.11
13859	HGNC:24350	CCDC68	Q9H2F9 coiled-coil domain containing 68	18q21
13860	HGNC:24351	PHRF1	Q9P1Y6 PHD and ring finger domains 1	11p15.5
13861	HGNC:24352	TNS4	Q8IZW8 tensin 4	17q21.2
13862	HGNC:24353	CHTF8	P0CG12 CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)	16q22.1
13863	HGNC:24355	CLEC1A	Q8NC01 C-type lectin domain family 1, member A	12p13.31
13864	HGNC:24356	CLEC1B	Q9P126 C-type lectin domain family 1, member B	12p13.31
13865	HGNC:24357	CDCP1	Q9H5V8 CUB domain containing protein 1	3p21.3
13866	HGNC:24358	TSPYL2	Q9H2G4 TSPY-like 2	Xp11
13867	HGNC:24361	WASH1	A8K0Z3 WAS protein family homolog 1	9p24.3
13868	HGNC:24368	HERC5	Q9UII4 HECT and RLD domain containing E3 ubiquitin protein ligase 5	4q22.1-q23
13869	HGNC:24369	PPIAL4A	Q9Y536 peptidylprolyl isomerase A (cyclophilin A)-like 4A	1q21.1
13870	HGNC:24374	CYB5B	O43169 cytochrome b5 type B (outer mitochondrial membrane)	16q22.1
13871	HGNC:24376	CYB5R2	Q6BCY4 cytochrome b5 reductase 2	11p15.4
13872	HGNC:24380	COX6B2	Q6YFQ2 cytochrome c oxidase subunit VIb polypeptide 2 (testis)	19q13.42
13873	HGNC:24381	COX7B2	Q8TF08 cytochrome c oxidase subunit VIIb2	4p12
13874	HGNC:24382	COX8C	Q7Z4L0 cytochrome c oxidase subunit VIIIC	14q32.13
13875	HGNC:24415	BOLA3	Q53S33 bolA family member 3	2p13.1
13876	HGNC:24427	AADACL2	Q6P093 arylacetamide deacetylase-like 2	3q25.1
13877	HGNC:24430	KRT76	Q01546 keratin 76	12q13.13
13878	HGNC:24431	KRT75	O95678 keratin 75	12q13.13
13879	HGNC:24432	SARNP	P82979 SAP domain containing ribonucleoprotein	12q13.2
13880	HGNC:24434	GLYR1	Q49A26 glyoxylate reductase 1 homolog (Arabidopsis)	16p13.3
13881	HGNC:24435	CYTL1	Q9NRR1 cytokine-like 1	4p16-p15
13882	HGNC:24436	ACOT12	Q8WYK0 acyl-CoA thioesterase 12	5q14.1
13883	HGNC:24437	CNDP2	Q96KP4 CNDP dipeptidase 2 (metallopeptidase M20 family)	18q22.3
13884	HGNC:24438	GHDC	Q8N2G8 GH3 domain containing	17q21.2
13885	HGNC:24446	HMCES	Q96FZ2 5-hydroxymethylcytosine (hmC) binding, ES cell-specific	3q21.3
13886	HGNC:24447	CMC2	Q9NRP2 C-x(9)-C motif containing 2	16q23.2
13887	HGNC:24448	OSTC	Q9NRP0 oligosaccharyltransferase complex subunit (non-catalytic)	4q25
13888	HGNC:24449	ENY2	Q9NPA8 enhancer of yellow 2 homolog (Drosophila)	8q23.1
13889	HGNC:24450	DEDD2	Q8WXF8 death effector domain containing 2	19q13.31
13890	HGNC:24451	DCP1B	Q8IZD4 decapping mRNA 1B	12p13.33
13891	HGNC:24452	DCP2	Q8IU60 decapping mRNA 2	5q22
13892	HGNC:24453	DSCC1	Q9BVC3 DNA replication and sister chromatid cohesion 1	8q24.12
13893	HGNC:24456	DNER	Q8NFT8 delta/notch-like EGF repeat containing	2q36.3
13894	HGNC:24457	DTX3	Q8N9I9 deltex 3, E3 ubiquitin ligase	12q13.2
13895	HGNC:24458	DDN	O94850 dendrin	12q13
13896	HGNC:24459	C5orf20	Q8TF63 chromosome 5 open reading frame 20	5q31.1
13897	HGNC:24460	EIF3M	Q7L2H7 eukaryotic translation initiation factor 3, subunit M	11p13
13898	HGNC:24462	CLECL1	Q8IZS7 C-type lectin-like 1	12p13.31
13899	HGNC:24463	UBTD2	Q8WUN7 ubiquitin domain containing 2	5q35.1
13900	HGNC:24464	CHST14	Q8NCH0 carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14	15q15.1
13901	HGNC:24465	TMPRSS11E	Q9UL52 transmembrane protease, serine 11E	4q13.2
13902	HGNC:24466	SYNM	O15061 synemin, intermediate filament protein	15q26.3
13903	HGNC:24468	RBM45	Q8IUH3 RNA binding motif protein 45	2q31.2
13904	HGNC:24470	ANKRD23	Q86SG2 ankyrin repeat domain 23	2q11.2
13905	HGNC:24472	PSRC1	Q6PGN9 proline/serine-rich coiled-coil 1	1p13.3
13906	HGNC:24473	OLFML1	Q6UWY5 olfactomedin-like 1	11p15
13907	HGNC:24474	PCBD2	Q9H0N5 pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	5q31.1
13908	HGNC:24475	DMGDH	Q9UI17 dimethylglycine dehydrogenase	5q14.1
13909	HGNC:24476	DLGAP4	Q9Y2H0 discs, large (Drosophila) homolog-associated protein 4	20q11.23
13910	HGNC:24477	UTP3	Q9NQZ2 UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)	4q13.3
13911	HGNC:24483	TTLL3	Q9Y4R7 tubulin tyrosine ligase-like family, member 3	3p25.3
13912	HGNC:24484	INTS7	Q9NVH2 integrator complex subunit 7	1q32.3
13913	HGNC:24485	FAM198A	Q9UFP1 family with sequence similarity 198, member A	3p22.1
13914	HGNC:24487	CCDC69	A6NI79 coiled-coil domain containing 69	5q33.1
13915	HGNC:24488	POC1A	Q8NBT0 POC1 centriolar protein A	3p21.2
13916	HGNC:24489	LSM14A	Q8ND56 LSM14A, SCD6 homolog A (S. cerevisiae)	19q13.12
13917	HGNC:24490	ARHGEF26	Q96DR7 Rho guanine nucleotide exchange factor (GEF) 26	3q25.2
13918	HGNC:24493	THUMPD3	Q9BV44 THUMP domain containing 3	3p25.3
13919	HGNC:24496	C3orf17	Q6NW34 chromosome 3 open reading frame 17	3q13.2
13920	HGNC:24497	C15orf39	Q6ZRI6 chromosome 15 open reading frame 39	15q23
13921	HGNC:24499	RGS22	Q8NE09 regulator of G-protein signaling 22	8q22.2
13922	HGNC:24500	KIAA1429	Q69YN4 KIAA1429	8q22.1
13923	HGNC:24501	PLEKHG4	Q58EX7 pleckstrin homology domain containing, family G (with RhoGef domain) member 4	16q22.1
13924	HGNC:24502	WDR62	O43379 WD repeat domain 62	19q13.12
13925	HGNC:24508	SPATA31C2	B4DYI2 SPATA31 subfamily C, member 2	9q22.1
13926	HGNC:24509	TBC1D29	Q9UFV1 TBC1 domain family, member 29	17q11.2
13927	HGNC:24510	TBC1D10B	Q4KMP7 TBC1 domain family, member 10B	16p11.2
13928	HGNC:24511	CHTOP	Q9Y3Y2 chromatin target of PRMT1	1q21.3
13929	HGNC:24513	C9orf91	Q5VZI3 chromosome 9 open reading frame 91	9q33.1
13930	HGNC:24514	FAM127B	Q9BWD3 family with sequence similarity 127, member B	Xq26.3
13931	HGNC:24515	MPC2	O95563 mitochondrial pyruvate carrier 2	1q24
13932	HGNC:24517	NOC2L	Q9Y3T9 nucleolar complex associated 2 homolog (S. cerevisiae)	1p36.33
13933	HGNC:24519	TCTN3	Q6NUS6 tectonic family member 3	10q24.1
13934	HGNC:24520	FAM98A	Q8NCA5 family with sequence similarity 98, member A	2p22.3
13935	HGNC:24521	HERC4	Q5GLZ8 HECT and RLD domain containing E3 ubiquitin protein ligase 4	10q21.3
13936	HGNC:24522	TMEM87A	Q8NBN3 transmembrane protein 87A	15q15.1
13937	HGNC:24523	ZZZ3	Q8IYH5 zinc finger, ZZ-type containing 3	1p31.1
13938	HGNC:24525	MMACHC	Q9Y4U1 methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	1p34.1
13939	HGNC:24526	ATL3	Q6DD88 atlastin GTPase 3	11q13.1
13940	HGNC:24527	FAM149A	A5PLN7 family with sequence similarity 149, member A	4q35.1
13941	HGNC:24528	PRR13	Q9NZ81 proline rich 13	12q13.13
13942	HGNC:24529	TMEM98	Q9Y2Y6 transmembrane protein 98	17q11.2
13943	HGNC:24530	TMEM186	Q96B77 transmembrane protein 186	16p13.2
13944	HGNC:24531	ANAPC15	P60006 anaphase promoting complex subunit 15	11q13.4
13945	HGNC:24534	RSL1D1	O76021 ribosomal L1 domain containing 1	16p13.13
13946	HGNC:24535	DCAF13	Q9NV06 DDB1 and CUL4 associated factor 13	8q22.3
13947	HGNC:24536	PARM1	Q6UWI2 prostate androgen-regulated mucin-like protein 1	4q13.3-q21.3
13948	HGNC:24537	CHMP2B	Q9UQN3 charged multivesicular body protein 2B	3p12.1
13949	HGNC:24538	ABHD14A	Q9BUJ0 abhydrolase domain containing 14A	3p21.1
13950	HGNC:24539	NECAP1	Q8NC96 NECAP endocytosis associated 1	12p13.31
13951	HGNC:24540	ANAPC13	Q9BS18 anaphase promoting complex subunit 13	3q22.1
13952	HGNC:24542	DPCD	Q9BVM2 deleted in primary ciliary dyskinesia homolog (mouse)	10q24.32
13953	HGNC:24543	EPC2	Q52LR7 enhancer of polycomb homolog 2 (Drosophila)	2q23
13954	HGNC:24544	RNF167	Q9H6Y7 ring finger protein 167	17p13.3
13955	HGNC:24546	CNRIP1	Q96F85 cannabinoid receptor interacting protein 1	2p13
13956	HGNC:24547	DHRS7B	Q6IAN0 dehydrogenase/reductase (SDR family) member 7B	17p12
13957	HGNC:24548	NSL1	Q96IY1 NSL1, MIS12 kinetochore complex component	1q41
13958	HGNC:24549	MRFAP1	Q9Y605 Morf4 family associated protein 1	4p16.1
13959	HGNC:24550	METTL7A	Q9H8H3 methyltransferase like 7A	12q13.12
13960	HGNC:24552	DAK	Q3LXA3 dihydroxyacetone kinase 2 homolog (S. cerevisiae)	11q12.2
13961	HGNC:24553	TCEAL6	Q6IPX3 transcription elongation factor A (SII)-like 6	Xq22.1
13962	HGNC:24554	PAMR1	Q6UXH9 peptidase domain containing associated with muscle regeneration 1	11p13
13963	HGNC:24555	INTS1	Q8N201 integrator complex subunit 1	7p22.3
13964	HGNC:24557	NOL11	Q9H8H0 nucleolar protein 11	17q24.2
13965	HGNC:24558	OLFML2B	Q68BL8 olfactomedin-like 2B	1q23.1
13966	HGNC:24560	CCDC9	Q9Y3X0 coiled-coil domain containing 9	19q13.33
13967	HGNC:24561	TPGS2	Q68CL5 tubulin polyglutamylase complex subunit 2	18q12.2
13968	HGNC:24563	FAM32A	Q9Y421 family with sequence similarity 32, member A	19p13.12-p13.11
13969	HGNC:24564	C2CD3	Q4AC94 C2 calcium-dependent domain containing 3	11q13.4
13970	HGNC:24565	KANSL1	Q7Z3B3 KAT8 regulatory NSL complex subunit 1	17q21.31
13971	HGNC:24566	PHF19	Q5T6S3 PHD finger protein 19	9q34.11
13972	HGNC:24567	RPAP1	Q9BWH6 RNA polymerase II associated protein 1	15q14
13973	HGNC:24573	NEIL3	Q8TAT5 nei endonuclease VIII-like 3 (E. coli)	4q34
13974	HGNC:24574	SPATS2L	Q9NUQ6 spermatogenesis associated, serine-rich 2-like	2q33.1
13975	HGNC:24575	GINS2	Q9Y248 GINS complex subunit 2 (Psf2 homolog)	16q24.1
13976	HGNC:24576	CDT1	Q9H211 chromatin licensing and DNA replication factor 1	16q24.3
13977	HGNC:24577	DESI1	Q6ICB0 desumoylating isopeptidase 1	22q13.2
13978	HGNC:24578	DDI2	Q5TDH0 DNA-damage inducible 1 homolog 2 (S. cerevisiae)	1p36.13
13979	HGNC:24579	CIB2	O75838 calcium and integrin binding family member 2	15q24
13980	HGNC:24580	CIB3	Q96Q77 calcium and integrin binding family member 3	19p13.12
13981	HGNC:24581	DNAJC14	Q6Y2X3 DnaJ (Hsp40) homolog, subfamily C, member 14	12q12
13982	HGNC:24582	SAMD13	Q5VXD3 sterile alpha motif domain containing 13	1p31.1
13983	HGNC:24583	DOK3	Q7L591 docking protein 3	5q35
13984	HGNC:24584	CBWD5	Q5RIA9 COBW domain containing 5	9q13
13985	HGNC:24586	METTL9	Q9H1A3 methyltransferase like 9	16p12.2
13986	HGNC:24587	FAM126A	Q9BYI3 family with sequence similarity 126, member A	7p15.3
13987	HGNC:24588	GKN2	Q86XP6 gastrokine 2	2p14
13988	HGNC:24589	FILIP1L	Q4L180 filamin A interacting protein 1-like	3q12.1
13989	HGNC:24590	DPY30	Q9C005 dpy-30 homolog (C. elegans)	2p22.3
13990	HGNC:24591	CLEC4G	Q6UXB4 C-type lectin domain family 4, member G	19p13.2
13991	HGNC:24592	STEAP3	Q658P3 STEAP family member 3, metalloreductase	2q14.2
13992	HGNC:24593	CXXC4	Q9H2H0 CXXC finger protein 4	4q22-q24
13993	HGNC:24594	DCTN5	Q9BTE1 dynactin 5 (p25)	16p12.1
13994	HGNC:24595	DYNC2LI1	Q8TCX1 dynein, cytoplasmic 2, light intermediate chain 1	2p25.1-p24.1
13995	HGNC:24596	DYNLL2	Q96FJ2 dynein, light chain, LC8-type 2	17q23.2
13996	HGNC:24599	ENOPH1	Q9UHY7 enolase-phosphatase 1	4q21.3
13997	HGNC:24600	ANKS1B	Q7Z6G8 ankyrin repeat and sterile alpha motif domain containing 1B	12q23.1
13998	HGNC:24603	TFDP3	Q5H9I0 transcription factor Dp family, member 3	Xq26.2
13999	HGNC:24604	COA4	Q9NYJ1 cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae)	11q13.4
14000	HGNC:24605	ZNF521	Q96K83 zinc finger protein 521	18q11.2
14001	HGNC:24607	IGFN1	Q86VF2 immunoglobulin-like and fibronectin type III domain containing 1	1q32.1
14002	HGNC:24609	CELA2A	P08217 chymotrypsin-like elastase family, member 2A	1p36.21
14003	HGNC:24612	C17orf85	Q53F19 chromosome 17 open reading frame 85	17p13.2
14004	HGNC:24613	NRROS	Q86YC3 negative regulator of reactive oxygen species	3q29
14005	HGNC:24614	EEFSEC	P57772 eukaryotic elongation factor, selenocysteine-tRNA-specific	3q21.3
14006	HGNC:24615	EEF2K	O00418 eukaryotic elongation factor-2 kinase	16p12
14007	HGNC:24616	REXO1	Q8N1G1 REX1, RNA exonuclease 1 homolog (S. cerevisiae)	19p13.3
14008	HGNC:24617	TCEB3C	Q8NG57 transcription elongation factor B polypeptide 3C (elongin A3)	18q21.1
14009	HGNC:24618	AHCTF1	Q8WYP5 AT hook containing transcription factor 1	1q44
14010	HGNC:24622	ENGASE	Q8NFI3 endo-beta-N-acetylglucosaminidase	17q25.3
14011	HGNC:24624	SIL1	Q9H173 SIL1 nucleotide exchange factor	5q31
14012	HGNC:24626	TXNDC12	O95881 thioredoxin domain containing 12 (endoplasmic reticulum)	1p32.3
14013	HGNC:24627	DCBLD2	Q96PD2 discoidin, CUB and LCCL domain containing 2	3q12.2
14014	HGNC:24628	MED28	Q9H204 mediator complex subunit 28	4p16
14015	HGNC:24634	EPS15L1	Q9UBC2 epidermal growth factor receptor pathway substrate 15-like 1	19p13.12
14016	HGNC:24635	PRSS48	Q7RTY5 protease, serine, 48	4q31.3
14017	HGNC:24636	LIMA1	Q9UHB6 LIM domain and actin binding 1	12q13.12
14018	HGNC:24637	DNAJC10	Q8IXB1 DnaJ (Hsp40) homolog, subfamily C, member 10	2q32.1
14019	HGNC:24639	SLMO1	Q96N28 slowmo homolog 1 (Drosophila)	18p11.21
14020	HGNC:24640	EDRF1	Q3B7T1 erythroid differentiation regulatory factor 1	10q26.2
14021	HGNC:24641	C16orf62	Q7Z3J2 chromosome 16 open reading frame 62	16p12.3
14022	HGNC:24642	C2orf40	Q9H1Z8 chromosome 2 open reading frame 40	2q12.2
14023	HGNC:24643	SPINK7	P58062 serine peptidase inhibitor, Kazal type 7 (putative)	5q32
14024	HGNC:24644	SMG5	Q9UPR3 SMG5 nonsense mediated mRNA decay factor	1q21
14025	HGNC:24645	ESCO1	Q5FWF5 establishment of sister chromatid cohesion N-acetyltransferase 1	18q11.2
14026	HGNC:24648	ETAA1	Q9NY74 Ewing tumor-associated antigen 1	2p14
14027	HGNC:24649	ETNK1	Q9HBU6 ethanolamine kinase 1	12p12.2
14028	HGNC:24650	EHMT1	Q9H9B1 euchromatic histone-lysine N-methyltransferase 1	9q34.3
14029	HGNC:24656	EIF3K	Q9UBQ5 eukaryotic translation initiation factor 3, subunit K	19q13.2
14030	HGNC:24658	GPATCH1	Q9BRR8 G patch domain containing 1	19q13.12
14031	HGNC:24659	EXOC8	Q8IYI6 exocyst complex component 8	1q42.2
14032	HGNC:24662	EXOSC5	Q9NQT4 exosome component 5	19q13.1
14033	HGNC:24663	RABGAP1L	B7ZAP0 RAB GTPase activating protein 1-like	1q24
14034	HGNC:24664	PATE1	Q8WXA2 prostate and testis expressed 1	11q24.2
14035	HGNC:24665	CD200R1L	Q6Q8B3 CD200 receptor 1-like	3q13.2
14036	HGNC:24666	FAF2	Q96CS3 Fas associated factor family member 2	5q35.2
14037	HGNC:24667	MAPK15	Q8TD08 mitogen-activated protein kinase 15	8q24.3
14038	HGNC:24668	CFHR5	Q9BXR6 complement factor H-related 5	1q31.3
14039	HGNC:24669	FIGLA	Q6QHK4 folliculogenesis specific basic helix-loop-helix	2p13.3
14040	HGNC:24670	FNDC3B	Q53EP0 fibronectin type III domain containing 3B	3q26.31
14041	HGNC:24671	FLAD1	Q8NFF5 flavin adenine dinucleotide synthetase 1	1q22
14042	HGNC:24674	FBF1	Q8TES7 Fas (TNFRSF6) binding factor 1	17q25.3
14043	HGNC:24676	FASTK	Q14296 Fas-activated serine/threonine kinase	7q35
14044	HGNC:24677	TMEM150A	Q86TG1 transmembrane protein 150A	2p11.2
14045	HGNC:24678	FTO	Q9C0B1 fat mass and obesity associated	16q12.2
14046	HGNC:24679	FBXL20	Q96IG2 F-box and leucine-rich repeat protein 20	17q21.2
14047	HGNC:24682	FLVCR1	Q9Y5Y0 feline leukemia virus subgroup C cellular receptor 1	1q32.3
14048	HGNC:24683	FATE1	Q969F0 fetal and adult testis expressed 1	Xq28
14049	HGNC:24684	AGGF1	Q8N302 angiogenic factor with G patch and FHA domains 1	5q13.3
14050	HGNC:24686	FBLIM1	Q8WUP2 filamin binding LIM protein 1	1p36.13
14051	HGNC:24687	C5orf27	Q52M75 chromosome 5 open reading frame 27	5q15
14052	HGNC:24692	FCAMR	Q8WWV6 Fc receptor, IgA, IgM, high affinity	1q32.1
14053	HGNC:24693	MICAL2	O94851 microtubule associated monooxygenase, calponin and LIM domain containing 2	11p15.3
14054	HGNC:24694	MICAL3	Q7RTP6 microtubule associated monooxygenase, calponin and LIM domain containing 3	22q11.21
14055	HGNC:24695	FAM219B	Q5XKK7 family with sequence similarity 219, member B	15q23
14056	HGNC:24696	SNED1	Q8TER0 sushi, nidogen and EGF-like domains 1	2q37.3
14057	HGNC:24697	TTC14	Q96N46 tetratricopeptide repeat domain 14	3q27.2
14058	HGNC:24699	SH3RF3	Q8TEJ3 SH3 domain containing ring finger 3	2q13
14059	HGNC:24700	HIST2H2BF	Q5QNW6 histone cluster 2, H2bf	1q21.2
14060	HGNC:24702	TBC1D10C	Q8IV04 TBC1 domain family, member 10C	11q13.1
14061	HGNC:24703	RABL6	Q3YEC7 RAB, member RAS oncogene family-like 6	9q34.3
14062	HGNC:24704	LARP1B	Q659C4 La ribonucleoprotein domain family, member 1B	4q28.2
14063	HGNC:24708	ZFP69	Q49AA0 ZFP69 zinc finger protein	1p34.2
14064	HGNC:24709	VWA2	Q5GFL6 von Willebrand factor A domain containing 2	10q25.3
14065	HGNC:24711	MFSD6	Q6ZSS7 major facilitator superfamily domain containing 6	2q32.2
14066	HGNC:24712	FAM46C	Q5VWP2 family with sequence similarity 46, member C	1p12
14067	HGNC:24713	QRICH1	Q2TAL8 glutamine-rich 1	3p21.31
14068	HGNC:24714	ANKHD1	Q8IWZ3 ankyrin repeat and KH domain containing 1	5q31.3
14069	HGNC:24715	TBC1D8B	Q0IIM8 TBC1 domain family, member 8B (with GRAM domain)	Xq22.3
14070	HGNC:24716	RASIP1	Q5U651 Ras interacting protein 1	19q13.33
14071	HGNC:24717	PTCD3	Q96EY7 pentatricopeptide repeat domain 3	2p11.2
