Symbol	UniProt	UMLS_CUI	SE_name	Qval
6478	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C2830004	Somnolence	6.4265e-09
6479	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C2830004	Somnolence	6.4265e-09
6480	ADRB3	P13945 adrenoceptor beta 3	C2830004	Somnolence	6.4265e-09
6481	MTNR1B	P49286 melatonin receptor 1B	C2830004	Somnolence	6.4265e-09
6482	GABRR1	P24046 gamma-aminobutyric acid (GABA) A receptor, rho 1	C2830004	Somnolence	6.4265e-09
6483	GABRR3	A8MPY1 gamma-aminobutyric acid (GABA) A receptor, rho 3	C2830004	Somnolence	6.4265e-09
6484	ADRA1D	P25100 adrenoceptor alpha 1D	C2830004	Somnolence	6.4265e-09
6485	SLC6A3	Q01959 solute carrier family 6 (neurotransmitter transporter), member 3	C2830004	Somnolence	6.4265e-09
6486	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C2830004	Somnolence	6.4265e-09
6487	ADRA2B	P18089 adrenoceptor alpha 2B	C2830004	Somnolence	6.4265e-09
6488	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C2830004	Somnolence	6.4265e-09
6489	SCN10A	Q9Y5Y9 sodium channel, voltage-gated, type X, alpha subunit	C2830004	Somnolence	6.4265e-09
6490	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C2830004	Somnolence	6.4265e-09
6491	HCRTR2	O43614 hypocretin (orexin) receptor 2	C2830004	Somnolence	6.4265e-09
6492	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C2830004	Somnolence	6.4265e-09
6493	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C2830004	Somnolence	6.4265e-09
6494	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C2830004	Somnolence	6.4265e-09
6495	ACE	P12821 angiotensin I converting enzyme	C2830004	Somnolence	6.4265e-09
6496	DRD5	P21918 dopamine receptor D5	C2830004	Somnolence	6.4265e-09
6497	GABRR2	P28476 gamma-aminobutyric acid (GABA) A receptor, rho 2	C2830004	Somnolence	6.4265e-09
6498	ADRB1	P08588 adrenoceptor beta 1	C2830004	Somnolence	6.4265e-09
6499	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C2830004	Somnolence	6.4265e-09
6500	ADRA1A	P35348 adrenoceptor alpha 1A	C2830004	Somnolence	6.4265e-09
6501	GRIA2	P42262 glutamate receptor, ionotropic, AMPA 2	C2830004	Somnolence	6.4265e-09
6502	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C2830004	Somnolence	6.4265e-09
6503	SIGMAR1	Q99720 sigma non-opioid intracellular receptor 1	C2830004	Somnolence	6.4265e-09
6504	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C2830004	Somnolence	6.4265e-09
6505	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C2830004	Somnolence	6.4265e-09
6506	ADRA1B	P35368 adrenoceptor alpha 1B	C2830004	Somnolence	6.4265e-09
6507	HCRTR1	O43613 hypocretin (orexin) receptor 1	C2830004	Somnolence	6.4265e-09
6508	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C2830004	Somnolence	6.4265e-09
6509	DRD3	P35462 dopamine receptor D3	C2830004	Somnolence	6.4265e-09
6510	GABRB3	P28472 gamma-aminobutyric acid (GABA) A receptor, beta 3	C0037822	Speech disorder	6.4265e-09
6511	GABRP	O00591 gamma-aminobutyric acid (GABA) A receptor, pi	C0037822	Speech disorder	6.4265e-09
6512	HRH1	P35367 histamine receptor H1	C0037822	Speech disorder	6.4265e-09
6513	GABRG2	P18507 gamma-aminobutyric acid (GABA) A receptor, gamma 2	C0037822	Speech disorder	6.4265e-09
6514	GABRR1	P24046 gamma-aminobutyric acid (GABA) A receptor, rho 1	C0037822	Speech disorder	6.4265e-09
6515	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0037822	Speech disorder	6.4265e-09
6516	GABRG1	Q8N1C3 gamma-aminobutyric acid (GABA) A receptor, gamma 1	C0037822	Speech disorder	6.4265e-09
6517	TSPO	B1AH88 translocator protein (18kDa)	C0037822	Speech disorder	6.4265e-09
6518	GABRR3	A8MPY1 gamma-aminobutyric acid (GABA) A receptor, rho 3	C0037822	Speech disorder	6.4265e-09
6519	GABRG3	Q99928 gamma-aminobutyric acid (GABA) A receptor, gamma 3	C0037822	Speech disorder	6.4265e-09
6520	ADRA1A	P35348 adrenoceptor alpha 1A	C0037822	Speech disorder	6.4265e-09
6521	GABRD	O14764 gamma-aminobutyric acid (GABA) A receptor, delta	C0037822	Speech disorder	6.4265e-09
6522	ADRA1B	P35368 adrenoceptor alpha 1B	C0037822	Speech disorder	6.4265e-09
6523	GABRB2	P47870 gamma-aminobutyric acid (GABA) A receptor, beta 2	C0037822	Speech disorder	6.4265e-09
6524	GABRB1	P18505 gamma-aminobutyric acid (GABA) A receptor, beta 1	C0037822	Speech disorder	6.4265e-09
6525	GABRA2	P47869 gamma-aminobutyric acid (GABA) A receptor, alpha 2	C0037822	Speech disorder	6.4265e-09
6526	GABRE	P78334 gamma-aminobutyric acid (GABA) A receptor, epsilon	C0037822	Speech disorder	6.4265e-09
6527	GABRR2	P28476 gamma-aminobutyric acid (GABA) A receptor, rho 2	C0037822	Speech disorder	6.4265e-09
6528	F10	P00742 coagulation factor X	C0856150	Spinal haematoma	6.4265e-09
6529	TPO	P07202 thyroid peroxidase	C0038002	Splenomegaly	6.4265e-09
6530	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0877144	Spontaneous penile erection	6.4265e-09
6531	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0235567	Sputum increased	6.4265e-09
6532	CHRNA10	Q9GZZ6 cholinergic receptor, nicotinic, alpha 10 (neuronal)	C0235567	Sputum increased	6.4265e-09
6533	BCHE	P06276 butyrylcholinesterase	C0235567	Sputum increased	6.4265e-09
6534	TACR1	P25103 tachykinin receptor 1	C0038160	Staphylococcal infection	6.4265e-09
6535	XDH	P47989 xanthine dehydrogenase	C0038220	Status epilepticus	6.4265e-09
6536	CYP2C9	P11712 cytochrome P450, family 2, subfamily C, polypeptide 9	C0038325	Stevens-Johnson syndrome	6.4265e-09
6537	DHFR	P00374 dihydrofolate reductase	C0038325	Stevens-Johnson syndrome	6.4265e-09
6538	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0038325	Stevens-Johnson syndrome	6.4265e-09
6539	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0038325	Stevens-Johnson syndrome	6.4265e-09
6540	NEU2	Q9Y3R4 sialidase 2 (cytosolic sialidase)	C0038325	Stevens-Johnson syndrome	6.4265e-09
6541	AKR1C2	P52895 aldo-keto reductase family 1, member C2	C0038325	Stevens-Johnson syndrome	6.4265e-09
6542	CA1	P00915 carbonic anhydrase I	C0038325	Stevens-Johnson syndrome	6.4265e-09
6543	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0038325	Stevens-Johnson syndrome	6.4265e-09
6544	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C0038325	Stevens-Johnson syndrome	6.4265e-09
6545	HRH3	Q9Y5N1 histamine receptor H3	C0038325	Stevens-Johnson syndrome	6.4265e-09
6546	CACNA1G	O43497 calcium channel, voltage-dependent, T type, alpha 1G subunit	C0038325	Stevens-Johnson syndrome	6.4265e-09
6547	SERPINA7	P05543 serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	C0038325	Stevens-Johnson syndrome	6.4265e-09
6548	CA2	P00918 carbonic anhydrase II	C0038325	Stevens-Johnson syndrome	6.4265e-09
6549	SLC15A2	Q16348 solute carrier family 15 (oligopeptide transporter), member 2	C0038325	Stevens-Johnson syndrome	6.4265e-09
6550	HMGCR	P04035 3-hydroxy-3-methylglutaryl-CoA reductase	C0038325	Stevens-Johnson syndrome	6.4265e-09
6551	ABCC8	Q09428 ATP-binding cassette, sub-family C (CFTR/MRP), member 8	C0038325	Stevens-Johnson syndrome	6.4265e-09
6552	ACE	P12821 angiotensin I converting enzyme	C0038325	Stevens-Johnson syndrome	6.4265e-09
6553	TACR1	P25103 tachykinin receptor 1	C0038325	Stevens-Johnson syndrome	6.4265e-09
6554	GRIN1	Q05586 glutamate receptor, ionotropic, N-methyl D-aspartate 1	C0392162	Sticky skin	6.4265e-09
6555	LYZ	P61626 lysozyme	C0392162	Sticky skin	6.4265e-09
6556	OPRM1	P35372 opioid receptor, mu 1	C0392162	Sticky skin	6.4265e-09
6557	GRIN2D	O15399 glutamate receptor, ionotropic, N-methyl D-aspartate 2D	C0392162	Sticky skin	6.4265e-09
6558	GRIN3A	Q8TCU5 glutamate receptor, ionotropic, N-methyl-D-aspartate 3A	C0392162	Sticky skin	6.4265e-09
6559	SLC7A11	Q9UPY5 solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11	C0392162	Sticky skin	6.4265e-09
6560	OPRK1	P41145 opioid receptor, kappa 1	C0392162	Sticky skin	6.4265e-09
6561	FCN2	Q15485 ficolin (collagen/fibrinogen domain containing lectin) 2	C0392162	Sticky skin	6.4265e-09
6562	HRH1	P35367 histamine receptor H1	C0595939	Stillbirth	6.4265e-09
6563	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0038362	Stomatitis	6.4265e-09
6564	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0038362	Stomatitis	6.4265e-09
6565	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0038362	Stomatitis	6.4265e-09
6566	DHFR	P00374 dihydrofolate reductase	C0038362	Stomatitis	6.4265e-09
6567	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0038362	Stomatitis	6.4265e-09
6568	ADRB1	P08588 adrenoceptor beta 1	C0241705	Strangury	6.4265e-09
6569	HTR4	Q13639 5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	C0038450	Stridor	6.4265e-09
6570	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0038450	Stridor	6.4265e-09
6571	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0038450	Stridor	6.4265e-09
6572	HRH1	P35367 histamine receptor H1	C0085628	Stupor	6.4265e-09
6573	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0085628	Stupor	6.4265e-09
6574	GABRA2	P47869 gamma-aminobutyric acid (GABA) A receptor, alpha 2	C0085628	Stupor	6.4265e-09
6575	GABRA3	P34903 gamma-aminobutyric acid (GABA) A receptor, alpha 3	C0085628	Stupor	6.4265e-09
6576	CYP46A1	Q9Y6A2 cytochrome P450, family 46, subfamily A, polypeptide 1	C0085628	Stupor	6.4265e-09
6577	F10	P00742 coagulation factor X	C0038525	Subarachnoid haemorrhage	6.4265e-09
6578	F10	P00742 coagulation factor X	C0018946	Subdural haematoma	6.4265e-09
6579	TACR1	P25103 tachykinin receptor 1	C0919671	Subileus	6.4265e-09
6580	MGAM	O43451 maltase-glucoamylase (alpha-glucosidase)	C0919671	Subileus	6.4265e-09
6581	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0085298	Sudden cardiac death	6.4265e-09
6582	DRD4	P21917 dopamine receptor D4	C0011071	Sudden death	6.4265e-09
6583	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0011071	Sudden death	6.4265e-09
6584	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0011071	Sudden death	6.4265e-09
6585	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0011071	Sudden death	6.4265e-09
6586	ADRA1B	P35368 adrenoceptor alpha 1B	C0011071	Sudden death	6.4265e-09
6587	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0011071	Sudden death	6.4265e-09
6588	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0011071	Sudden death	6.4265e-09
6589	DRD3	P35462 dopamine receptor D3	C0011071	Sudden death	6.4265e-09
6590	DRD1	P21728 dopamine receptor D1	C0011071	Sudden death	6.4265e-09
6591	HRH1	P35367 histamine receptor H1	C0011071	Sudden death	6.4265e-09
6592	DRD5	P21918 dopamine receptor D5	C0011071	Sudden death	6.4265e-09
6593	DRD2	P14416 dopamine receptor D2	C0011071	Sudden death	6.4265e-09
6594	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0011057	Sudden hearing loss	6.4265e-09
6595	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C1760428	Suicidal behaviour	6.4265e-09
6596	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C1760428	Suicidal behaviour	6.4265e-09
6597	GRIA2	P42262 glutamate receptor, ionotropic, AMPA 2	C1760428	Suicidal behaviour	6.4265e-09
6598	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0424000	Suicidal ideation	6.4265e-09
6599	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0424000	Suicidal ideation	6.4265e-09
6600	PDE4B	Q07343 phosphodiesterase 4B, cAMP-specific	C0424000	Suicidal ideation	6.4265e-09
6601	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0424000	Suicidal ideation	6.4265e-09
6602	HRH2	P25021 histamine receptor H2	C0424000	Suicidal ideation	6.4265e-09
6603	HCRTR2	O43614 hypocretin (orexin) receptor 2	C0424000	Suicidal ideation	6.4265e-09
6604	HRH1	P35367 histamine receptor H1	C0424000	Suicidal ideation	6.4265e-09
6605	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0424000	Suicidal ideation	6.4265e-09
6606	HCRTR1	O43613 hypocretin (orexin) receptor 1	C0424000	Suicidal ideation	6.4265e-09
6607	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0038663	Suicide attempt	6.4265e-09
6608	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0038663	Suicide attempt	6.4265e-09
6609	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0038663	Suicide attempt	6.4265e-09
6610	DHFR	P00374 dihydrofolate reductase	C0038814	Sunburn	6.4265e-09
6611	CYP2A6	P11509 cytochrome P450, family 2, subfamily A, polypeptide 6	C0038814	Sunburn	6.4265e-09
6612	RARB	P10826 retinoic acid receptor, beta	C0038814	Sunburn	6.4265e-09
6613	FOLR2	P14207 folate receptor 2 (fetal)	C0038814	Sunburn	6.4265e-09
6614	RARG	P13631 retinoic acid receptor, gamma	C0038814	Sunburn	6.4265e-09
6615	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0038826	Superinfection	6.4265e-09
6616	PGR	P06401 progesterone receptor	C0038826	Superinfection	6.4265e-09
6617	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0038826	Superinfection	6.4265e-09
6618	CHRM4	P08173 cholinergic receptor, muscarinic 4	C0269993	Suppressed lactation	6.4265e-09
6619	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0269993	Suppressed lactation	6.4265e-09
6620	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0269993	Suppressed lactation	6.4265e-09
6621	CHRM3	P20309 cholinergic receptor, muscarinic 3	C0269993	Suppressed lactation	6.4265e-09
6622	BCHE	P06276 butyrylcholinesterase	C0033036	Supraventricular extrasystoles	6.4265e-09
6623	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0033036	Supraventricular extrasystoles	6.4265e-09
6624	HTR4	Q13639 5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	C0039240	Supraventricular tachycardia	6.4265e-09
6625	CYP46A1	Q9Y6A2 cytochrome P450, family 46, subfamily A, polypeptide 1	C0039240	Supraventricular tachycardia	6.4265e-09
6626	AKR1D1	P51857 aldo-keto reductase family 1, member D1	C0038999	Swelling	6.4265e-09
6627	F10	P00742 coagulation factor X	C0038999	Swelling	6.4265e-09
6628	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0038999	Swelling	6.4265e-09
6629	REN	P00797 renin	C0038999	Swelling	6.4265e-09
6630	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C0038999	Swelling	6.4265e-09
6631	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C0038999	Swelling	6.4265e-09
6632	REN	P00797 renin	C0151602	Swelling face	6.4265e-09
6633	CACNB2	Q08289 calcium channel, voltage-dependent, beta 2 subunit	C0039070	Syncope	6.4265e-09
6634	SCN1A	P35498 sodium channel, voltage-gated, type I, alpha subunit	C0039070	Syncope	6.4265e-09
6635	TOP2A	P11388 topoisomerase (DNA) II alpha 170kDa	C0039070	Syncope	6.4265e-09
6636	CHRNA2	Q15822 cholinergic receptor, nicotinic, alpha 2 (neuronal)	C0039070	Syncope	6.4265e-09
6637	PTGR1	Q14914 prostaglandin reductase 1	C0039070	Syncope	6.4265e-09
6638	TSPO	B1AH88 translocator protein (18kDa)	C0039070	Syncope	6.4265e-09
6639	CCKBR	P32239 cholecystokinin B receptor	C0039070	Syncope	6.4265e-09
6640	CYP3A4	P08684 cytochrome P450, family 3, subfamily A, polypeptide 4	C0039070	Syncope	6.4265e-09
6641	OPRM1	P35372 opioid receptor, mu 1	C0039070	Syncope	6.4265e-09
6642	ABCB1	P08183 ATP-binding cassette, sub-family B (MDR/TAP), member 1	C0039070	Syncope	6.4265e-09
6643	CCKAR	P32238 cholecystokinin A receptor	C0039070	Syncope	6.4265e-09
6644	SCN5A	Q14524 sodium channel, voltage-gated, type V, alpha subunit	C0039070	Syncope	6.4265e-09
6645	ADRA2C	P18825 adrenoceptor alpha 2C	C0039070	Syncope	6.4265e-09
6646	ENPP1	P22413 ectonucleotide pyrophosphatase/phosphodiesterase 1	C0039070	Syncope	6.4265e-09
6647	CACNA1D	Q01668 calcium channel, voltage-dependent, L type, alpha 1D subunit	C0039070	Syncope	6.4265e-09
6648	KCNH6	Q9H252 potassium voltage-gated channel, subfamily H (eag-related), member 6	C0039070	Syncope	6.4265e-09
6649	ADRB1	P08588 adrenoceptor beta 1	C0039070	Syncope	6.4265e-09
6650	SLC12A1	Q13621 solute carrier family 12 (sodium/potassium/chloride transporter), member 1	C0039070	Syncope	6.4265e-09
6651	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0039070	Syncope	6.4265e-09
6652	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0039070	Syncope	6.4265e-09
6653	AGTR1	P30556 angiotensin II receptor, type 1	C0039070	Syncope	6.4265e-09
6654	PDE6G	P18545 phosphodiesterase 6G, cGMP-specific, rod, gamma	C0039070	Syncope	6.4265e-09
6655	DRD5	P21918 dopamine receptor D5	C0039070	Syncope	6.4265e-09
6656	ADRA1D	P25100 adrenoceptor alpha 1D	C0039070	Syncope	6.4265e-09
6657	PDE6C	P51160 phosphodiesterase 6C, cGMP-specific, cone, alpha prime	C0039070	Syncope	6.4265e-09
6658	CHRNB3	Q05901 cholinergic receptor, nicotinic, beta 3 (neuronal)	C0039070	Syncope	6.4265e-09
6659	PON1	P27169 paraoxonase 1	C0039070	Syncope	6.4265e-09
6660	P2RY12	Q9H244 purinergic receptor P2Y, G-protein coupled, 12	C0039070	Syncope	6.4265e-09
6661	KCNH7	Q9NS40 potassium voltage-gated channel, subfamily H (eag-related), member 7	C0039070	Syncope	6.4265e-09
6662	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0039070	Syncope	6.4265e-09
6663	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0039070	Syncope	6.4265e-09
6664	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C0039070	Syncope	6.4265e-09
6665	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0039070	Syncope	6.4265e-09
6666	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0039070	Syncope	6.4265e-09
6667	PDE3B	Q13370 phosphodiesterase 3B, cGMP-inhibited	C0039070	Syncope	6.4265e-09
6668	ADRA2B	P18089 adrenoceptor alpha 2B	C0039070	Syncope	6.4265e-09
6669	CALM3	P62158 calmodulin 3 (phosphorylase kinase, delta)	C0039070	Syncope	6.4265e-09
6670	NPR1	P16066 natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	C0039070	Syncope	6.4265e-09
6671	F2	P00734 coagulation factor II (thrombin)	C0039070	Syncope	6.4265e-09
6672	CTSS	P25774 cathepsin S	C0039070	Syncope	6.4265e-09
6673	CYP2A6	P11509 cytochrome P450, family 2, subfamily A, polypeptide 6	C0039070	Syncope	6.4265e-09
6674	SIGMAR1	Q99720 sigma non-opioid intracellular receptor 1	C0039070	Syncope	6.4265e-09
6675	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0039070	Syncope	6.4265e-09
6676	OPRD1	P41143 opioid receptor, delta 1	C0039070	Syncope	6.4265e-09
6677	GRIN1	Q05586 glutamate receptor, ionotropic, N-methyl D-aspartate 1	C0039070	Syncope	6.4265e-09
6678	KCNQ2	O43526 potassium voltage-gated channel, KQT-like subfamily, member 2	C0039070	Syncope	6.4265e-09
6679	PAH	P00439 phenylalanine hydroxylase	C0039070	Syncope	6.4265e-09
6680	ACE	P12821 angiotensin I converting enzyme	C0039070	Syncope	6.4265e-09
6681	GABRA4	P48169 gamma-aminobutyric acid (GABA) A receptor, alpha 4	C0039070	Syncope	6.4265e-09
6682	SCN2B	O60939 sodium channel, voltage-gated, type II, beta subunit	C0039070	Syncope	6.4265e-09
6683	GPR55	Q9Y2T6 G protein-coupled receptor 55	C0039070	Syncope	6.4265e-09
6684	CHRM4	P08173 cholinergic receptor, muscarinic 4	C0039070	Syncope	6.4265e-09
6685	AR	P10275 androgen receptor	C0039070	Syncope	6.4265e-09
6686	SLC29A1	Q99808 solute carrier family 29 (equilibrative nucleoside transporter), member 1	C0039070	Syncope	6.4265e-09
6687	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0039070	Syncope	6.4265e-09
6688	ADK	P55263 adenosine kinase	C0039070	Syncope	6.4265e-09
6689	PDE11A	Q9HCR9 phosphodiesterase 11A	C0039070	Syncope	6.4265e-09
6690	HTR4	Q13639 5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	C0039070	Syncope	6.4265e-09
6691	NISCH	Q9Y2I1 nischarin	C0039070	Syncope	6.4265e-09
6692	DDR1	Q08345 discoidin domain receptor tyrosine kinase 1	C0039070	Syncope	6.4265e-09
6693	FCN2	Q15485 ficolin (collagen/fibrinogen domain containing lectin) 2	C0039070	Syncope	6.4265e-09
6694	GRIN2D	O15399 glutamate receptor, ionotropic, N-methyl D-aspartate 2D	C0039070	Syncope	6.4265e-09
6695	NQO2	P16083 NAD(P)H dehydrogenase, quinone 2	C0039070	Syncope	6.4265e-09
6696	PDE3A	Q14432 phosphodiesterase 3A, cGMP-inhibited	C0039070	Syncope	6.4265e-09
6697	LYZ	P61626 lysozyme	C0039070	Syncope	6.4265e-09
6698	GABRA3	P34903 gamma-aminobutyric acid (GABA) A receptor, alpha 3	C0039070	Syncope	6.4265e-09
6699	AKR1B1	P15121 aldo-keto reductase family 1, member B1 (aldose reductase)	C0039070	Syncope	6.4265e-09
6700	PTGIR	P43119 prostaglandin I2 (prostacyclin) receptor (IP)	C0039070	Syncope	6.4265e-09
6701	PLG	P00747 plasminogen	C0039070	Syncope	6.4265e-09
6702	SCN9A	Q15858 sodium channel, voltage-gated, type IX, alpha subunit	C0039070	Syncope	6.4265e-09
6703	GNRHR	P30968 gonadotropin-releasing hormone receptor	C0039070	Syncope	6.4265e-09
6704	FDPS	P14324 farnesyl diphosphate synthase	C0039070	Syncope	6.4265e-09
6705	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0039070	Syncope	6.4265e-09
6706	GABRB3	P28472 gamma-aminobutyric acid (GABA) A receptor, beta 3	C0039070	Syncope	6.4265e-09
6707	GRIK2	Q13002 glutamate receptor, ionotropic, kainate 2	C0039070	Syncope	6.4265e-09
6708	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0039070	Syncope	6.4265e-09
6709	CTSK	P43235 cathepsin K	C0039070	Syncope	6.4265e-09
6710	PDE1B	Q01064 phosphodiesterase 1B, calmodulin-dependent	C0039070	Syncope	6.4265e-09
6711	PDE1A	P54750 phosphodiesterase 1A, calmodulin-dependent	C0039070	Syncope	6.4265e-09
6712	OPRK1	P41145 opioid receptor, kappa 1	C0039070	Syncope	6.4265e-09
6713	SMPD1	P17405 sphingomyelin phosphodiesterase 1, acid lysosomal	C0039070	Syncope	6.4265e-09
6714	GABRA5	P31644 gamma-aminobutyric acid (GABA) A receptor, alpha 5	C0039070	Syncope	6.4265e-09
6715	ADRB2	P07550 adrenoceptor beta 2, surface	C0039070	Syncope	6.4265e-09
6716	ALPPL2	P10696 alkaline phosphatase, placental-like 2	C0039070	Syncope	6.4265e-09
6717	PDE6B	P35913 phosphodiesterase 6B, cGMP-specific, rod, beta	C0039070	Syncope	6.4265e-09
6718	CHRNA5	P30532 cholinergic receptor, nicotinic, alpha 5 (neuronal)	C0039070	Syncope	6.4265e-09
6719	CHRNE	Q04844 cholinergic receptor, nicotinic, epsilon (muscle)	C0039070	Syncope	6.4265e-09
6720	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C0039070	Syncope	6.4265e-09
6721	CHRM3	P20309 cholinergic receptor, muscarinic 3	C0039070	Syncope	6.4265e-09
6722	PNMT	P11086 phenylethanolamine N-methyltransferase	C0039070	Syncope	6.4265e-09
6723	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0039070	Syncope	6.4265e-09
6724	CHRNA9	Q9UGM1 cholinergic receptor, nicotinic, alpha 9 (neuronal)	C0039070	Syncope	6.4265e-09
6725	F10	P00742 coagulation factor X	C0039070	Syncope	6.4265e-09
6726	CACNA1H	O95180 calcium channel, voltage-dependent, T type, alpha 1H subunit	C0039070	Syncope	6.4265e-09
6727	SCN2A	Q99250 sodium channel, voltage-gated, type II, alpha subunit	C0039070	Syncope	6.4265e-09
6728	DRD3	P35462 dopamine receptor D3	C0039070	Syncope	6.4265e-09
6729	GABRE	P78334 gamma-aminobutyric acid (GABA) A receptor, epsilon	C0039070	Syncope	6.4265e-09
6730	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0039070	Syncope	6.4265e-09
6731	CHRNA6	Q15825 cholinergic receptor, nicotinic, alpha 6 (neuronal)	C0039070	Syncope	6.4265e-09
6732	PKLR	P30613 pyruvate kinase, liver and RBC	C0039070	Syncope	6.4265e-09
6733	SLC15A2	Q16348 solute carrier family 15 (oligopeptide transporter), member 2	C0039070	Syncope	6.4265e-09
6734	SCNN1D	P51172 sodium channel, non-voltage-gated 1, delta subunit	C0039070	Syncope	6.4265e-09
6735	HRH1	P35367 histamine receptor H1	C0039070	Syncope	6.4265e-09
